91,10,0,T18,T18,0,0,0,0,0,3,,,
59,10,0,T40,T40,0,0,0,0,1,3,,,
27,10,0,T56,T56,0,0,0,0,2,3,,,
11,10,0,T72,T72,0,0,0,0,3,3,,,
43,10,0,T75,T75,0,0,0,0,4,3,,,
75,10,0,T83,T83,0,0,0,0,5,3,,,
76,10,0,T3,T3,0,0,1,0,6,3,,,
44,10,0,T39,T39,0,0,1,0,7,3,,,
92,10,0,T45,T45,0,0,1,0,8,3,,,
12,10,0,T6,T6,0,0,1,0,9,3,,,
60,10,0,T73,T73,0,0,1,0,10,3,,,
28,10,0,T82,T82,0,0,1,0,11,3,,,
101,10,0,T24,T24,0,0,10,0,12,3,,,
85,10,0,T32,T32,0,0,10,0,13,3,,,
21,10,0,T46,T46,0,0,10,0,14,3,,,
69,10,0,T49,T49,0,0,10,0,15,3,,,
37,10,0,T64,T64,0,0,10,0,16,3,,,
53,10,0,T93,T93,0,0,10,0,17,3,,,
54,10,0,T48,T48,0,0,11,0,18,3,,,
70,10,0,T77,T77,0,0,11,0,19,3,,,
22,10,0,T79,T79,0,0,11,0,20,3,,,
38,10,0,T84,T84,0,0,11,0,21,3,,,
102,10,0,T86,T86,0,0,11,0,22,3,,,
86,10,0,T96,T96,0,0,11,0,23,3,,,
87,10,0,T12,T12,0,0,12,0,24,3,,,
23,10,0,T30,T30,0,0,12,0,25,3,,,
103,10,0,T51,T51,0,0,12,0,26,3,,,
71,10,0,T57,T57,0,0,12,0,27,3,,,
55,10,0,T69,T69,0,0,12,0,28,3,,,
39,10,0,T8,T8,0,0,12,0,29,3,,,
88,10,0,T23,T23,0,0,13,0,30,3,,,
40,10,0,T35,T35,0,0,13,0,31,3,,,
56,10,0,T58,T58,0,0,13,0,32,3,,,
104,10,0,T60,T60,0,0,13,0,33,3,,,
72,10,0,T87,T87,0,0,13,0,34,3,,,
24,10,0,T95,T95,0,0,13,0,35,3,,,
25,10,0,T19,T19,0,0,14,0,36,3,,,
73,10,0,T33,T33,0,0,14,0,37,3,,,
41,10,0,T47,T47,0,0,14,0,38,3,,,
89,10,0,T50,T50,0,0,14,0,39,3,,,
105,10,0,T78,T78,0,0,14,0,40,3,,,
57,10,0,T90,T90,0,0,14,0,41,3,,,
74,10,0,T10,T10,0,0,15,0,42,3,,,
58,10,0,T21,T21,0,0,15,0,43,3,,,
106,10,0,T31,T31,0,0,15,0,44,3,,,
26,10,0,T66,T66,0,0,15,0,45,3,,,
42,10,0,T88,T88,0,0,15,0,46,3,,,
90,10,0,T91,T91,0,0,15,0,47,3,,,
61,10,0,T16,T16,0,0,2,0,48,3,,,
77,10,0,T28,T28,0,0,2,0,49,3,,,
29,10,0,T42,T42,0,0,2,0,50,3,,,
45,10,0,T54,T54,0,2,2,0,51,3,,,
13,10,0,T59,T59,0,0,2,0,52,3,,,
93,10,0,T62,T62,0,0,2,0,53,3,,,
46,10,0,T1,T1,0,0,3,0,54,3,,,
14,10,0,T25,T25,0,0,3,0,55,3,,,
94,10,0,T38,T38,0,0,3,0,56,3,,,
78,10,0,T53,T53,0,0,3,0,57,3,,,
62,10,0,T68,T68,0,0,3,0,58,3,,,
30,10,0,T74,T74,0,0,3,0,59,3,,,
31,10,0,T14,T14,0,0,4,0,60,3,,,
63,10,0,T29,T29,0,0,4,0,61,3,,,
79,10,0,T37,T37,0,0,4,0,62,3,,,
95,10,0,T4,T4,0,0,4,0,63,3,,,
47,10,0,T65,T65,0,0,4,0,64,3,,,
15,10,0,T81,T81,0,0,4,0,65,3,,,
80,10,0,T17,T17,0,0,5,0,66,3,,,
96,10,0,T27,T27,0,0,5,0,67,3,,,
16,10,0,T41,T41,0,0,5,0,68,3,,,
48,10,0,T43,T43,0,0,5,0,69,3,,,
64,10,0,T55,T55,0,0,5,0,70,3,,,
32,10,0,T7,T7,0,0,5,0,71,3,,,
49,10,0,T15,T15,0,0,6,0,72,3,,,
65,10,0,T2,T2,0,0,6,0,73,3,,,
33,10,0,T26,T26,0,0,6,0,74,3,,,
81,10,0,T44,T44,0,0,6,0,75,3,,,
97,10,0,T52,T52,0,0,6,0,76,3,,,
17,10,0,T89,T89,0,0,6,0,77,3,,,
18,10,0,T13,T13,0,0,7,0,78,3,,,
66,10,0,T61,T61,0,0,7,0,79,3,,,
82,10,0,T70,T70,0,0,7,0,80,3,,,
34,10,0,T71,T71,0,0,7,0,81,3,,,
50,10,0,T80,T80,0,0,7,0,82,3,,,
98,10,0,T94,T94,0,0,7,0,83,3,,,
99,10,0,T11,T11,0,0,8,0,84,3,,,
67,10,0,T22,T22,0,0,8,0,85,3,,,
19,10,0,T36,T36,0,0,8,0,86,3,,,
83,10,0,T63,T63,0,0,8,0,87,3,,,
35,10,0,T76,T76,0,0,8,0,88,3,,,
51,10,0,T9,T9,0,0,8,0,89,3,,,
36,10,0,T20,T20,0,0,9,0,90,3,,,
52,10,0,T34,T34,0,0,9,0,91,3,,,
20,10,0,T5,T5,0,0,9,0,92,3,,,
68,10,0,T67,T67,0,0,9,0,93,3,,,
84,10,0,T85,T85,0,0,9,0,94,3,,,
100,10,0,T92,T92,0,0,9,0,95,3,,,